"Arsenal","Tottenham","A","H","H"
"Arsenal","Tottenham","H","A","H"
"Tottenham","Arsenal","H","H","A"
"Arsenal","Tottenham","D","H","H"
"Chelsea","Tottenham","H","H","H"
"Tottenham","Chelsea","H","H","A"
"Tottenham","Chelsea","A","H","A"
"Tottenham","Man United","A","A","A"
"Man United","Tottenham","H","H","H"
"Man United","Tottenham","H","H","H"
"Man United","Tottenham","H","H","H"
"Man City","Tottenham","H","H","H"
"Man City","Tottenham","H","H","H"
"Man City","Tottenham","H","A","H"
"Tottenham","Man City","H","H","H"
"Tottenham","Man City","H","H","H"
"Man City","Tottenham","H","A","H"
"Everton","Tottenham","H","H","A"
"Tottenham","Everton","H","H","H"
"Everton","Tottenham","H","H","A"
"Tottenham","Everton","H","H","H"
"Tottenham","Everton","H","A","H"
"Tottenham","Aston Villa","H","H","H"
"Aston Villa","Tottenham","A","A","A"
"Tottenham","Aston Villa","H","H","H"
"Aston Villa","Tottenham","H","A","H"
"Liverpool","Tottenham","H","A","H"
"Tottenham","Liverpool","H","H","H"
"Liverpool","Tottenham","H","H","H"
"Liverpool","Tottenham","H","H","H"
"Tottenham","Liverpool","A","H","A"
